#,timestamp,time_utc,side,outcome,price,size,usdc,market
332,1774098765,2026-03-21 13:12:45,BUY,Up,0.42000000754609057,13.251895,5.565796,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
333,1774098781,2026-03-21 13:13:01,BUY,Up,0.54,101.0,54.540000000000006,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
334,1774098783,2026-03-21 13:13:03,BUY,Up,0.22,10.0,2.2,"Ethereum Up or Down - March 21, 9:00AM-9:15AM ET"
335,1774098783,2026-03-21 13:13:03,BUY,Up,0.22,12.77,2.8094,"Ethereum Up or Down - March 21, 9:00AM-9:15AM ET"
336,1774098785,2026-03-21 13:13:05,BUY,Down,0.5300001222000904,2.127658,1.127659,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
337,1774098785,2026-03-21 13:13:05,BUY,Down,0.53,2.15,1.1395,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
338,1774098785,2026-03-21 13:13:05,BUY,Down,0.530000011280002,10.638296,5.638297,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
339,1774098785,2026-03-21 13:13:05,BUY,Down,0.530000011280002,10.638296,5.638297,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
340,1774098785,2026-03-21 13:13:05,BUY,Down,0.53,2.0,1.06,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
341,1774098785,2026-03-21 13:13:05,BUY,Down,0.5300001222000904,2.127658,1.127659,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
342,1774098785,2026-03-21 13:13:05,BUY,Down,0.5300000137083386,5.106381,2.7063819999999996,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
343,1774098785,2026-03-21 13:13:05,BUY,Down,0.53,5.0,2.6500000000000004,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
344,1774098787,2026-03-21 13:13:07,BUY,Down,0.5300000015025256,59.899147,31.746548,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
345,1774098787,2026-03-21 13:13:07,BUY,Down,0.53,1.3,0.6890000000000001,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
346,1774098789,2026-03-21 13:13:09,BUY,Down,0.5200001728001106,2.083332,1.0833329999999999,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
347,1774098789,2026-03-21 13:13:09,BUY,Down,0.520000019200003,10.416665,5.416666,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
348,1774098789,2026-03-21 13:13:09,BUY,Down,0.52,10.0,5.2,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
349,1774098789,2026-03-21 13:13:09,BUY,Down,0.52,2.15,1.1179999999999999,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
350,1774098791,2026-03-21 13:13:11,BUY,Down,0.52,76.34,39.6968,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
351,1774098793,2026-03-21 13:13:13,BUY,Down,0.46,101.0,46.46,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
352,1774098793,2026-03-21 13:13:13,BUY,Down,0.48,101.0,48.48,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
353,1774098793,2026-03-21 13:13:13,BUY,Down,0.49,101.0,49.49,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
354,1774098793,2026-03-21 13:13:13,BUY,Down,0.5,101.0,50.5,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
355,1774098803,2026-03-21 13:13:23,BUY,Down,0.42000009144153,1.531033,0.643034,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
356,1774098803,2026-03-21 13:13:23,BUY,Down,0.4200004086441867,0.734135,0.30833699999999997,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
357,1774098805,2026-03-21 13:13:25,BUY,Down,0.42000001082666794,25.862066,10.862068,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
358,1774098809,2026-03-21 13:13:29,BUY,Up,0.44,2.9,1.276,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
359,1774098809,2026-03-21 13:13:29,BUY,Up,0.44,98.1,43.163999999999994,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
360,1774098809,2026-03-21 13:13:29,BUY,Up,0.45000000838734294,47.690908,21.460909,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
361,1774098809,2026-03-21 13:13:29,BUY,Up,0.45,9.15,4.117500000000001,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
362,1774098809,2026-03-21 13:13:29,BUY,Up,0.45000001422414,10.545453,4.745454,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
363,1774098809,2026-03-21 13:13:29,BUY,Up,0.45,9.6,4.32,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
364,1774098809,2026-03-21 13:13:29,BUY,Up,0.45,24.0,10.8,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
365,1774098809,2026-03-21 13:13:29,SELL,Up,0.3099998294999233,3.225805,0.999999,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
366,1774098813,2026-03-21 13:13:33,BUY,Up,0.39,99.57095,38.8326705,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
367,1774098813,2026-03-21 13:13:33,BUY,Up,0.39,99.57095,38.8326705,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
368,1774098815,2026-03-21 13:13:35,BUY,Up,0.37,3.0,1.1099999999999999,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
369,1774098815,2026-03-21 13:13:35,BUY,Up,0.37000000240882364,53.968251,19.968253,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
370,1774098815,2026-03-21 13:13:35,BUY,Up,0.37,8.0,2.96,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
371,1774098815,2026-03-21 13:13:35,BUY,Up,0.37,14.09,5.2133,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
372,1774098815,2026-03-21 13:13:35,BUY,Up,0.37,5.15,1.9055000000000002,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
373,1774098815,2026-03-21 13:13:35,BUY,Up,0.37,0.55,0.20350000000000001,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
374,1774098817,2026-03-21 13:13:37,BUY,Up,0.37,16.24,6.008799999999999,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
375,1774098861,2026-03-21 13:14:21,BUY,Up,0.4,4.9,1.9600000000000002,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
376,1774098907,2026-03-21 13:15:07,BUY,Up,0.44,4.53,1.9932,"Bitcoin Up or Down - March 21, 9:15AM-9:20AM ET"
377,1774098907,2026-03-21 13:15:07,BUY,Up,0.44,2.0,0.88,"Bitcoin Up or Down - March 21, 9:15AM-9:20AM ET"
378,1774098907,2026-03-21 13:15:07,BUY,Up,0.4400001568001129,1.785713,0.785714,"Bitcoin Up or Down - March 21, 9:15AM-9:20AM ET"
